chave,ITEM,NUMPEDVEN,QTCOMP,STATUS,AUTORIZADO
99447732720,7429613,1128061019,1,AUTORIZADO,Autorizado
67863120505,7848735,1129048800,1,AUTORIZADO,Autorizado
67863220505,7933851,1129055620,1,AUTORIZADO,Autorizado
99448232720,7901874,1129255255,1,AUTORIZADO,Autorizado
67863320505,7723100,1129058071,1,AUTORIZADO,Autorizado
47999559630,7936722,1129380368,1,AUTORIZADO,Autorizado
67863420505,7361746,1129060064,1,AUTORIZADO,Autorizado
67863420505,7802737,1129060064,1,AUTORIZADO,Autorizado
47999459630,7936722,1129380854,1,AUTORIZADO,Autorizado
67863420505,7455858,1129060064,1,AUTORIZADO,Autorizado
47999859630,7936722,1129387240,1,AUTORIZADO,Autorizado
48000059630,7900471,1129258269,1,AUTORIZADO,Autorizado
47999759630,7936722,1129373906,1,AUTORIZADO,Autorizado
47999959630,7936722,1129380176,1,AUTORIZADO,Autorizado
48000159630,7383564,1129303227,1,AUTORIZADO,Autorizado
48000459630,7936722,1129382350,1,AUTORIZADO,Autorizado
67863520505,7549861,1129065067,1,AUTORIZADO,Autorizado
48000259630,7383564,1129283970,1,AUTORIZADO,Autorizado
48000559630,7936722,1129374825,1,AUTORIZADO,Autorizado
48000659630,7979330,1129377457,1,AUTORIZADO,Autorizado
67863620505,3569313,1129069827,2,AUTORIZADO,Autorizado
67863620505,7936500,1129069827,1,AUTORIZADO,Autorizado
67863620505,7836022,1129069827,1,AUTORIZADO,Autorizado
48000959630,7814068,1129360830,1,AUTORIZADO,Autorizado
67863720505,4780946,1129106425,1,AUTORIZADO,Autorizado
27148819720,7674242,1129296366,1,AUTORIZADO,Autorizado
48001059630,7754746,1129257480,1,AUTORIZADO,Autorizado
48001159630,7906671,1129365512,1,AUTORIZADO,Autorizado
5937999550,7863516,1127667487,1,AUTORIZADO,Autorizado
5938009550,7789809,1128069834,1,AUTORIZADO,Autorizado
60836752650,7967603,1129345050,1,AUTORIZADO,Autorizado
60836752650,7967610,1129345050,1,AUTORIZADO,Autorizado
48001459630,7875885,1129373082,1,AUTORIZADO,Autorizado
48001559630,7943355,1129362247,1,AUTORIZADO,Autorizado
48001859630,7585371,1129381100,3,AUTORIZADO,Autorizado
48002259630,7868993,1129357309,3,AUTORIZADO,Autorizado
48002559630,7906695,1129372353,1,AUTORIZADO,Autorizado
33513012640,7823183,1129297301,1,AUTORIZADO,Autorizado
48002959630,7967641,1129199841,1,AUTORIZADO,Autorizado
1831674748,7773976,1129370739,1,AUTORIZADO,Autorizado
1831674748,7005244,1129370739,1,AUTORIZADO,Autorizado
48003659630,7868993,1129288968,10,AUTORIZADO,Autorizado
48003759630,7979330,1129311186,1,AUTORIZADO,Autorizado
48003859630,7875885,1129343882,1,AUTORIZADO,Autorizado
33269012640,7823183,1129351855,1,AUTORIZADO,Autorizado
1831684748,7769917,1129114238,1,AUTORIZADO,Autorizado
48003959630,7967641,1129247291,1,AUTORIZADO,Autorizado
48004059630,7869020,1129343626,1,AUTORIZADO,Autorizado
6123992500,7677328,1128145189,1,AUTORIZADO,Autorizado
6123992500,7677311,1128145189,1,AUTORIZADO,Autorizado
6125392500,7782008,1129277900,1,AUTORIZADO,Autorizado
6125792500,7802706,1129336441,1,AUTORIZADO,Autorizado
48004159630,7868986,1129242601,1,AUTORIZADO,Autorizado
5938049550,7789809,1127545935,1,AUTORIZADO,Autorizado
5938059550,7771095,1129109898,2,AUTORIZADO,Autorizado
5938069550,5663637,1129109899,1,AUTORIZADO,Autorizado
48004259630,7967641,1129323988,1,AUTORIZADO,Autorizado
1831694748,4470830,1128913381,1,AUTORIZADO,Autorizado
1831704748,7835155,1128944605,1,AUTORIZADO,Autorizado
1831704748,7820724,1128944605,1,AUTORIZADO,Autorizado
48004359630,7864353,1129268831,6,AUTORIZADO,Autorizado
1831714748,7934124,1129008837,1,AUTORIZADO,Autorizado
5938189550,7255649,1129329480,1,AUTORIZADO,Autorizado
1831724748,7802775,1129019667,1,AUTORIZADO,Autorizado
1831734748,5785650,1129128512,1,AUTORIZADO,Autorizado
1831754748,7956607,1129267417,1,AUTORIZADO,Autorizado
48004459630,7906633,1129385574,1,AUTORIZADO,Autorizado
1831794748,7290503,1129283179,1,AUTORIZADO,Autorizado
1831814748,7956621,1129308753,1,AUTORIZADO,Autorizado
1831834748,7835230,1129316422,1,AUTORIZADO,Autorizado
1831824748,7755743,1129053491,1,AUTORIZADO,Autorizado
1831824748,7848384,1129053491,1,AUTORIZADO,Autorizado
1831824748,7443602,1129053491,1,AUTORIZADO,Autorizado
60836852650,7922190,1129189266,1,AUTORIZADO,Autorizado
1831844748,7674044,1129059715,1,AUTORIZADO,Autorizado
48004559630,7868986,1129377641,1,AUTORIZADO,Autorizado
67863820505,7636387,1129165823,1,AUTORIZADO,Autorizado
1831874748,6708825,1129091003,1,AUTORIZADO,Autorizado
67863920505,7907470,1129180423,1,AUTORIZADO,Autorizado
67864020505,7636387,1129183880,1,AUTORIZADO,Autorizado
1831884748,7848384,1129111138,1,AUTORIZADO,Autorizado
1831894748,6175931,1129155258,1,AUTORIZADO,Autorizado
67864120505,7636387,1129188691,2,AUTORIZADO,Autorizado
72784931505,6866297,1129203917,1,AUTORIZADO,Autorizado
72785031505,7975271,1129276810,1,AUTORIZADO,Autorizado
1831904748,7917349,1129162844,2,AUTORIZADO,Autorizado
72785131505,7005244,1129284816,1,AUTORIZADO,Autorizado
67864220505,7555862,1129354519,1,AUTORIZADO,Autorizado
1831924748,7600579,1129173432,1,AUTORIZADO,Autorizado
67864320505,7915130,1129378288,1,AUTORIZADO,Autorizado
1831954748,7973666,1129178086,2,AUTORIZADO,Autorizado
48004759630,7763151,1129364236,2,AUTORIZADO,Autorizado
48004859630,7967641,1129194645,1,AUTORIZADO,Autorizado
48004959630,7868986,1129244413,1,AUTORIZADO,Autorizado
5938279550,7744365,1128278387,1,AUTORIZADO,Autorizado
5938289550,7789809,1128538930,1,AUTORIZADO,Autorizado
48005059630,7906633,1129350043,1,AUTORIZADO,Autorizado
5938299550,7789809,1128600560,1,AUTORIZADO,Autorizado
48005659630,7967641,1129340094,1,AUTORIZADO,Autorizado
48006159630,7868993,1129371533,3,AUTORIZADO,Autorizado
48006259630,7868993,1129268153,2,AUTORIZADO,Autorizado
32552571100,7963865,1128687911,1,AUTORIZADO,Autorizado
32553371100,6253387,1129010075,1,AUTORIZADO,Autorizado
48006459630,7906626,1129371633,1,AUTORIZADO,Autorizado
99450132720,7846878,1127546322,1,AUTORIZADO,Autorizado
99450132720,7903113,1127546322,1,AUTORIZADO,Autorizado
27150319720,7907333,1129275662,4,AUTORIZADO,Autorizado
48006759630,7967641,1129376926,1,AUTORIZADO,Autorizado
48006659630,7763212,1129351953,1,AUTORIZADO,Autorizado
27150619720,7982200,1129370213,1,AUTORIZADO,Autorizado
27150719720,6470340,1129309560,1,AUTORIZADO,Autorizado
48007159630,7956126,1129354160,1,AUTORIZADO,Autorizado
48007159630,7847561,1129354160,1,AUTORIZADO,Autorizado
27151219720,3375181,1129327269,1,AUTORIZADO,Autorizado
48007259630,7868993,1129371270,2,AUTORIZADO,Autorizado
27151319720,5863419,1129334086,1,AUTORIZADO,Autorizado
27151519720,5851317,1129335301,1,AUTORIZADO,Autorizado
27151619720,7775901,1129358914,1,AUTORIZADO,Autorizado
48007559630,7763212,1129326649,1,AUTORIZADO,Autorizado
27151719720,7894756,1129362373,1,AUTORIZADO,Autorizado
27151819720,7826078,1129365452,5,AUTORIZADO,Autorizado
27151919720,7826078,1129374124,10,AUTORIZADO,Autorizado
27152019720,7826078,1129374257,6,AUTORIZADO,Autorizado
60836952650,7943355,1129355318,1,AUTORIZADO,Autorizado
48007759630,7763212,1129213608,1,AUTORIZADO,Autorizado
48007959630,6745714,1129264856,3,AUTORIZADO,Autorizado
48008459630,7906626,1129187960,1,AUTORIZADO,Autorizado
6128592500,7566486,1129234804,1,AUTORIZADO,Autorizado
6128592500,7922503,1129234804,1,AUTORIZADO,Autorizado
48008759630,7770692,1129104147,1,AUTORIZADO,Autorizado
48008659630,7868993,1129378830,5,AUTORIZADO,Autorizado
1831974748,7966767,1129360981,1,AUTORIZADO,Autorizado
48009159630,7906626,1129254989,1,AUTORIZADO,Autorizado
48009359630,6745714,1129311314,2,AUTORIZADO,Autorizado
48009459630,7906626,1129222633,1,AUTORIZADO,Autorizado
67864720505,7783326,1128709630,1,AUTORIZADO,Autorizado
48009559630,7979330,1129376919,1,AUTORIZADO,Autorizado
48009659630,7718311,1129356455,1,AUTORIZADO,Autorizado
48009759630,7979330,1129236864,1,AUTORIZADO,Autorizado
48009859630,7979330,1129253198,1,AUTORIZADO,Autorizado
48009959630,7967634,1129279487,1,AUTORIZADO,Autorizado
48010059630,7868993,1129338925,3,AUTORIZADO,Autorizado
48010159630,7906626,1129348875,1,AUTORIZADO,Autorizado
32557871100,7515538,1129220744,1,AUTORIZADO,Autorizado
27153219720,7956195,1129372316,1,AUTORIZADO,Autorizado
48010259630,7967641,1129381261,1,AUTORIZADO,Autorizado
